Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Post,Jenifer Z Catinguel,2024-06-30,"Thank you Eventide Chalet especially to the owner and staff ate sabel super sulit ang pag stay super ganda and masaya ang honeymoon ng newly wed with family hehe, ate sabel thank you for taking care of us. Our stay here is unforgettable we will come back here ",Accomodation,"Thank you Eventide Chalet especially to the owner and staff sister sabel, the stay was super worth it, the newly wed's honeymoon was super nice and happy with family hehe, sister sabel thank you for taking care of us. Our stay here is unforgettable we will come back here",thank eventide chalet especially owner staff sister sabel stay super worth newly wed honeymoon super nice happy family hehe sister sabel thank taking care u stay unforgettable come back,0.0,0.463,0.537,0.9732,positive
Post,Arnold Cruz,2022-12-20,Extremely accommodating and completely genuine!,Experience,Extremely accommodating and completely genuine!,extremely accommodating completely genuine,0.0,1.0,0.0,0.0,positive
Post,Dezziel Brillo,2024-04-05,Shorebreak Hostel room was neat and clean. Definitely going back.,Accomodation,Shorebreak Hostel room was neat and clean. Definitely going back.,shorebreak hostel room neat clean definitely going back,0.0,0.373,0.627,0.8126,positive
Post,Kenneth Tabora,2020-12-17,Patio by Balai Norte is a peaceful place to relax by the beach with great food and service.,Experience,Patio by Balai Norte is a peaceful place to relax by the beach with great food and service.,patio balai norte peaceful place relax beach great food service,0.0,0.407,0.593,0.8807,positive
Tweet,Vladimir Castro,2024-05-02,Paddleboarding in San Juan was stressful. The beach was too packed to enjoy it fully.,Experience,Paddleboarding in San Juan was stressful. The beach was too packed to enjoy it fully.,paddleboarding san juan stressful beach packed enjoy fully,0.264,0.48,0.256,-0.0258,negative
Tweet,??,2024-07-14,gusto ko mag elyu or subic,Experience,I want to go to Elyu or Subic,want go elyu subic,0.0,0.698,0.302,0.0772,positive
Post,Dots Tan,2023-07-02,"Awesome place especially for dog lovers.
Super clean.
Staff is accommodating.
Big serving for food. Yummy but took a while to serve.",Accomodation,"Awesome place especially for dog lovers.
Super clean.
Staff is accommodating.
Big serving for food. Yummy but took a while to serve.",awesome place especially dog lover super clean staff accommodating big serving food yummy took serve,0.0,0.352,0.648,0.9609,positive
Image,Camp Avenue,2020-11-13,"We all need a refreshing change from hustle and bustle of the city life. Come through to our little province that offers amazingly beautiful beaches, great surf, simple living and good food.

 
@campavenue
 #launuion #elyu #sanjuanlaunion",Accomodation,"We all need a refreshing change from the hustle and bustle of the city life. Come through to our little province that offers amazingly beautiful beaches, great surf, simple living and good food.

 
@campavenue
 #launuion #elyu #sanjuanlaunion",need refreshing change hustle bustle city life come little province offer amazingly beautiful beach great surf simple living good food campavenue launuion elyu sanjuanlaunion,0.0,0.647,0.353,0.9092,positive
Post,Gracie Labrador,2024-04-20,"New, elegant, and cozy place to spend your vacation. Very accommodating management. Feel at home ka talaga dito. Spacious air conditioned rooms, well ventilated plus you will have a nice view of the beach at the roof top. Highly recommended for those families, barkada and company outings looking for a place to stay. Will definitely come back here.",Accomodation,"New, elegant, and cozy place to spend your vacation. Very accommodating management. You really feel at home here. Spacious air conditioned rooms, well ventilated plus you will have a nice view of the beach at the roof top. Highly recommended for those families, friends and company outings looking for a place to stay. Will definitely come back here.",new elegant cozy place spend vacation accommodating management really feel home spacious air conditioned room well ventilated plus nice view beach roof top highly recommended family friend company outing looking place stay definitely come back,0.0,0.608,0.392,0.9438,positive
Tweet,Nyx ?? | ???????????????? ???? ?????? ??????????,2024-01-18,"The bus ride had its ups and downs, but we made it to our destination in Elyu eventually.",Transportation,"The bus ride had its ups and downs, but we made it to our destination in Elyu eventually.",bus ride ups down made destination elyu eventually,0.0,1.0,0.0,0.0,positive
Post,Felipe Cruz,2021-02-20,El Union Coffee is always a must when in San Juan. Their iced dirty horchata is unbeatable!,Experience,El Union Coffee is always a must when in San Juan. Their iced dirty horchata is unbeatable!,el union coffee always must san juan iced dirty horchata unbeatable,0.225,0.775,0.0,-0.4404,negative
Post,Jean Bernal,2021-11-28,"Very accommodating staffs and perfect for soul searching talaga.antahimik na place and the sea waves sounds ay so relaxing. babalik at babalikan. 
#seacoffeeandoceanaire",Accomodation,"Very accommodating staffs and perfect for soul searching indeed. quiet place and the sea waves sounds are so relaxing. will return and return. 
#seacoffeeandoceanaire",accommodating staff perfect soul searching indeed quiet place sea wave sound relaxing return return seacoffeeandoceanaire,0.0,0.653,0.347,0.7845,positive
Tweet,libra | vibes,2022-03-03,It was frustrating to encounter rudeness from some locals in Urbiztondo.,Experience,It was frustrating to encounter rudeness from some locals in Urbiztondo.,frustrating encounter rudeness local urbiztondo,0.643,0.357,0.0,-0.6597,negative
Post,Emmanuelle Dominique Mendoza,2024-07-21,"Everything was just perfect! The room was capacious (especially for a solo sleeper like me lol - pwede tumambling sa laki level), and is very neat! The sheets and blanket - they smell really fresh and clean! Plus points for their billiards table (I tried playing and realized I suck at it) and their swimming pool that lights up at night.  They have a kitchen and dining area which is perfect for groups if you want to make luto your own food (yeah ikr). And the view of the farm and mountains will make you realize okay pa mabuhay kahit sometimes ayaw mo na talaga hahaha 10/10 would recommend!",Accomodation,"Everything was just perfect! The room was capacious (especially for a solo sleeper like me lol - you can sleep at the big level), and is very neat! The sheets and blanket - they smell really fresh and clean! Plus points for their billiards table (I tried playing and realized I suck at it) and their swimming pool that lights up at night.  They have a kitchen and dining area which is perfect for groups if you want to cook your own food (yeah ikr). And the view of the farm and mountains will make you realize it's okay to live even if sometimes you really don't want to hahaha 10/10 would recommend!",everything perfect room capacious especially solo sleeper like lol sleep big level neat sheet blanket smell really fresh clean plus point billiards table tried playing realized suck swimming pool light night kitchen dining area perfect group want cook food yeah ikr view farm mountain make realize okay live even sometimes really dont want hahaha 1010 would recommend,0.094,0.52,0.386,0.9668,positive
Post,Anton Cruz,2023-01-10,"Very accommodating staff, clean rooms, and excellent facilities. The place is quiet and perfectly suited to our tastes.",Acommodation,"Very accommodating staff, clean rooms, and excellent facilities. The place is quiet and perfectly suited to our tastes.",accommodating staff clean room excellent facility place quiet perfectly suited taste,0.0,0.43,0.57,0.891,positive
Post,Meanne Santos,2022-07-18,Shorebreak Hostel is my home in Elyu.  I love everything about SBH. it is my third time staying at SBH and I would definitely coming back. My haven. See you soon SBH!,Accomodation,Shorebreak Hostel is my home in Elyu.  I love everything about SBH. it is my third time staying at SBH and I would definitely come back. My haven. See you soon SBH!,shorebreak hostel home elyu love everything sbh third time staying sbh would definitely come back see soon sbh,0.0,0.699,0.301,0.7845,positive
Tweet,justinhappiinala09po  ,2022-09-11,FatwaveÆs chill atmosphere and beach view are exactly what I needed.,Experience,FatwaveÆs chill atmosphere and beach view are exactly what I needed.,fatwaveæs chill atmosphere beach view exactly needed,0.0,1.0,0.0,0.0,positive
Post,Nhor Mig Gene,2019-05-22,"Nice place. . with the affordable entrance fee, you'll enjoy all their amenities such as free use of pool, billiards, darts, videoke, grilling stations, etc.  the people are accomodating and the foods are great!! Thank you Isla Bonita for coloring our San Juan outing!!",Accomodation,"Nice place. . with the affordable entrance fee, you'll enjoy all their amenities such as free use of pool, billiards, darts, videoke, grilling stations, etc.  the people are accomodating and the foods are great!! Thank you Isla Bonita for coloring our San Juan outing!!",nice place affordable entrance fee youll enjoy amenity free use pool billiards dart videoke grilling station etc people accomodating food great thank isla bonita coloring san juan outing,0.0,0.591,0.409,0.9423,positive
Tweet,RileyRodriguez,2023-08-30,He had an incredible time at a local music event in San Juanùgreat vibes!,Experience,"He had an incredible time at a local music event in San Juan, great vibes!",incredible time local music event san juan great vibe,0.0,0.661,0.339,0.6249,positive
Tweet,carlosbeyond,2023-01-16,Camp Avenue was an unforgettable experience; I loved every minute spent there.,Accomodation,Camp Avenue was an unforgettable experience; I loved every minute spent there.,camp avenue unforgettable experience loved every minute spent,0.0,0.642,0.358,0.5994,positive
Post,Alan Chan,2019-09-30,Affordable and comfortable place to stay while in San Juan Surftown. Check out also great food of Cube O Grill Restobar located at the ground floor of this new hotel.,Food,Affordable and comfortable place to stay while in San Juan Surftown. Check out also great food of Cube O Grill Restobar located at the ground floor of this new hotel.,affordable comfortable place stay san juan surftown check also great food cube grill restobar located ground floor new hotel,0.0,0.697,0.303,0.8126,positive
Post,Reggie Lee Gonzales,2024-10-10,"The Inn is lovely, with clean rooms and restrooms. The owner is kind and accommodating. Thank you so much! The pool is a nice addition.",Acommodation,"The Inn is lovely, with clean rooms and restrooms. The owner is kind and accommodating. Thank you so much! The pool is a nice addition.",inn lovely clean room restroom owner kind accommodating thank much pool nice addition,0.0,0.345,0.655,0.9349,positive
